,,,,,,,,,,,,,delivery,,,,eval points,,,,,
26e53b32-0812-4655-9e7c-8a3f5beb1415,,,,,"can explain what is meant by ""shell prompt"" and its common elements (user, host, current dir)",,,,,knowledge,core,,,,,,,,,,,
f0d685d7-36be-42a4-8ae5-b156e04e3354,,,,,can access the shell of their OS,,,,,skill,core,,,,,,,,,,,
ac076e66-dbab-4e72-9f45-4b57d2ade121,,,,,uses tab completion,,,,,habit,core,,0,0,0,,0,1,,1,0,
e25f2994-2317-48b8-9789-c6e00c78e60a,,,,,"uses common keyboard shortcuts (^r, ^u, ^a, ^e)",,,,,habit,ideal,,0,0,0,,0,1,,1,0,
ce749ffd-41db-49fc-b4dd-77bc4266790a,,,,,"uses common bang commands (!!, !$)",,,,,habit,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,environment,,,,,,,,,,,,,,,,
ddfb8f84-0074-444e-87ec-330eb3ba0b44,,,,,,"can explain what is meant by ""session""",,,,knowledge,core,,,,,,,,,,,
09809e65-3495-49ef-97fa-20747dc30ac7,,,,,,"can explain what is meant by ""environment variables""",,,,knowledge,core,,,,,,,,,,,
dca69ef1-e7d0-46da-84c5-bef29a371fc1,,,,,,knows the location of their environment configuration file (ex. ~/.bashrc),,,,knowledge,core,,,,,,,,,,,
ae871671-7acf-4059-89fe-028adcdf089a,,,,,,can set and make use of environment variables inline with a command,,,,skill,core,,,,,,,,,,,
1e698c66-d708-45b0-ae6f-6b4c86f1b859,,,,,,can explain what the $PATH variable is used for,,,,knowledge,core,,,,,,,,,,,
42662324-6967-4f96-904b-e5a653d7a0eb,,,,,,can reload the environment config file in their current session (source),,,,skill,ideal,,,,,,,,,,,
4ff79113-fea9-4936-b6b1-5cda44ca9a16,,,,,,can add alias to bashrc,,,,,,,0,0,0,,0,0,,0,0,
25d1107a-110e-4635-8a45-fb491be06fb0,,,,,,can configure...,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
4f0ae1fc-f8fa-472b-951c-a55547eb300b,,,,,,command-line programs,,,,,,,0,0,0,,0,0,,0,0,
51a01baf-8658-4892-9e92-d4f2c6551c4b,,,,,,"can list and explain the common elements of a command (""command""/""program"", ""arguments"", ""flags"")",,,,knowledge,core,,,,,,,,,,,
6207f3a9-d5ba-4764-beb5-3f9e7d62aba2,,,,,,can explain the difference between regular files and executables,,,,knowledge,core,,,,,,,,,,,
c579d521-c99f-423d-8518-4ebd78f36555,,,,,,can force exit a program (CTRL+C),,,,skill,core,,,,,,,,,,,
ed19f999-4de1-4035-b162-3d59cb5bb677,,,,,,can chain together various command-line program to solve a problem (piping),,,,skill,ideal,,0,0,0,,0,1,,1,0,
c1c4135e-c239-473e-a395-657fbccfd2cc,,,,,,can identify location of executable (which),,,,skill,ideal,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,navigating,,,,,,,,,,,,,,,
c0763934-4fea-458c-acf1-5fc9cf5d835b,,,,,,,"can explain what ""~"" represents",,,knowledge,core,,,,,,,,,,,
55cee8a9-66ee-4eb4-b137-9b90fc17db70,,,,,,,"can explain what ""ls"" does and the effect of common options",,,knowledge,core,,,,,,,,,,,
06b2e41a-8588-4d8a-85cc-0c749d251b8d,,,,,,,can explain the difference between relative and absolute paths,,,knowledge,core,,1,1,0,,1,0,,0,1,
18232d42-88ce-4b60-844b-9b9ece9fc0ae,,,,,,,"can explain what ""cd"" does",,,knowledge,core,,,,,,,,,,,
5f0c25d7-a183-4e7e-a6be-67173ed11502,,,,,,,"can effectively navigate around a unix system (cd, popd, pwd, ls, ../, ~, ./)",,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,managing files and folders,,,,,,,,,,,,,,,
0c67b811-5dc4-405d-bf54-19377570b2d1,,,,,,,"can effectively manage files and folders (touch, cp, rm, mv, mkdir, rmdir)",,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,reading files,,,,,,,,,,,,,,,
e51759eb-9d3d-442e-9724-b8b5d067533b,,,,,,,"can effectively inspect contents of files (cat, more, less, head, tail)",,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
ec17a156-b529-4527-aae4-8f8867656141,,,,,,,file permissions,,,,,,0,0,0,,0,0,,0,0,
fe465d8d-dd0a-4d1b-973e-572e63ac5c7e,,,,,,,"can list and explain the three levels of ownership (user, group, other)",,,knowledge,ideal,,,,,,,,,,,
da86cf18-a278-46d3-b964-8aaebccdab79,,,,,,,"can list and explain the three access types (read, write, execute)",,,knowledge,ideal,,,,,,,,,,,
5d9bd44f-a89a-4fd5-bc41-9ce628b4837b,,,,,,,can read a permission string (ex. drwxrwxrwx),,,skill,ideal,,0,0,0,,0,1,,1,0,
42d6a313-9b42-4a8a-bd1f-e4f175707d92,,,,,,,can set permissions for a file or directory (chmod),,,skill,ideal,,,,,,,,,,,
a9af1901-0eac-4679-ae1c-be5e4bb9d24e,,,,,,,can set ownership for a file or directory (chown),,,skill,ideal,,0,0,0,,0,1,,1,0,
ff2b7741-72ef-4ff7-a972-7c9753426f3c,,,,,,,sets appropriate permissions for files,,,habit,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,users,,,,,,,,,,,,,,,
8f27debb-1d61-4960-82d8-d2bcb2f0f4fc,,,,,,,"can explain what ""sudo"" is for and what it does",,,knowledge,core,,1,1,0,,1,0,,0,1,
99e79355-7e02-4331-910d-168d5d1cc998,,,,,,,"can explain what ""su"" does",,,knowledge,ideal,,,,,,,,,,,
0ab8ebd4-14ae-495b-aa16-a511e1ec2167,,,,,,,can change users (su),,,skill,ideal,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
06931c13-fb98-427a-83e0-670335fcc429,,,,,,,ssh,,,,,,0,0,0,,0,0,,0,0,
82545c24-7ed8-4501-8b6e-7c8f1b737d43,,,,,,,can explain authorized keys,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
23b8d9db-ba03-4318-9f1a-186dca64014f,,,,,,,can explain public/private keys,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
9c726993-8374-455c-964a-9bcfbba3dc31,,,,,,,can generate an ssh key set,,,skill,core,,0,0,1,,0,1,,1,0,
15e08a8b-a179-4eae-86d8-f1055410e4e5,,,,,,,can configure ssh (.ssh/config),,,skill,ideal,,0,0,0,,0,1,,1,0,
a744c042-a9cc-4caa-b0dd-5e9d61d69fe4,,,,,,,uses different keys for each service/server,,,habit,extra,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
18b9c767-d9b4-415d-9926-4123b9873f0e,,,,,,,curl,,,,,,0,0,0,,0,0,,0,0,
a2e47c37-c230-41ce-8777-b975706ef305,,,,,,,"can explain what ""curl"" is used for",,,knowledge,core,,1,1,0,,1,0,,0,1,
970710da-cb57-4dae-833f-b342a616f60d,,,,,,,can use curl to issue simple GET requests,,,skill,core,,0,0,1,,0,1,,1,0,
3dc7bd39-7a15-45e1-9255-1f1742b51695,,,,,,,can use curl to show headers for a request,,,skill,core,,0,0,1,,0,1,,1,0,
ca91b215-eee3-4c06-9433-75606b1f741f,,,,,,,can use curl to issue simple POST requests,,,skill,ideal,,0,0,0,,0,1,,1,0,
50117fee-74c2-4ae8-8c1b-ec8468a7f160,,,,,,,can use curl for non-trivial requests,,,skill,extra,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,other / misc,,,,,,,,,,,,,,,
f4cf4d27-b4a8-46c0-b5db-391d7c9d79f4,,,,,,,"can explain what ""man"" does",,,knowledge,core,,,,,,,,,,,
,,,,,,,tar,,,,,,,,,,,,,,,
,,,,,,,echo,,,,,,,,,,,,,,,
,,,,,,,symlinks (ln),,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
dde6b61f-21c5-4da0-b9ae-7cb103bb5532,,,,,,,dig,,,,,,0,0,0,,0,0,,0,0,
13df7406-005d-463e-a849-9c739baa283b,,,,,,,can explain what dig is used for,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
26e1832c-f328-4056-abb1-8ab34f988d1a,,,,,,,can use dig to perform a dns trace,,,skill,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
98cfd8b7-2ac6-4cb9-971c-6deb871efb1b,,,,,,bash,,,,,,,0,0,0,,0,0,,0,0,
97781019-8f80-415d-95fc-28cd95b3e661,,,,,,can write simple shell scripts,,,,skill,extra,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
c9be2808-2789-4ac6-9768-f32d9b67a027,S,,,virtual machine,,,,,,,,,0,0,0,,0,0,,0,0,
648d3b98-76a9-4ae8-bb10-43c5ae4409f6,,,,can explain what VMs are,,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
1c288a79-f974-4a19-8aa7-4f6fce24b132,,,,can explain why VMs are used during development,,,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
c20de1de-7385-484a-8c37-cca80c568338,,,,can set up and use a provided VM,,,,,,skill,core,,0,0,1,,0,1,,1,0,
aadcbe4f-e9a0-491a-ac39-febd37ed3f93,,,,can set up a new VM,,,,,,skill,extra,,0,0,0,,0,0,,0,0,
37efb9ae-d6e4-48a5-a968-fd83b244984b,,,,"can explain the concepts of ""host"" and ""guest""",,,,,,knowledge,core,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,vagrant,,,,,,,,,,,,,,,,,
f5f88402-ea58-4114-a1b9-f27574291963,,,,,"can explain what ""vagrant"" and ""virtualbox"" are and why they are used",,,,,knowledge,core,,,,,,,,,,,
f926bbd6-25eb-4f38-9e6c-234f69322fc9,,,,,"knows of common errors, what causes them, how to avoid and how to address them",,,,,knowledge,core,,,,,,,,,,,
e2be0620-203c-4fa3-9211-8d18800f2777,,,,,can connect to vagrant machine,,,,,skill,core,,,,,,,,,,,
18980334-9bf4-4f06-a2e8-192d86ba2b81,,,,,can work with files that are shared between the host and virtual machine,,,,,skill,core,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
953371af-6cfb-4307-ad78-6c9dbb81765a,S,,,code editor,,,,,,,,,0,0,0,,0,0,,0,0,
c787a043-c969-42c6-a032-ba8217287d62,,,,knows their way around their code editing tool,,,,,,skill,,,0,0,0,,0,1,,1,0,
121d228a-b986-4911-bceb-93687d633bff,,,,can explain difference between an editor and an IDE,,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,keyboard shortcuts,,,,,,,,,,,,,,,,,
,,,,,"text: copy, cut, paste",,,,,,,,,,,,,,,,,
,,,,,"delete: delete selection, delete line",,,,,,,,,,,,,,,,,
,,,,,"navigation: move to begining of line, move to end of line, move to next word, move to previous word, move to top of file, move to bottom of file",,,,,,,,,,,,,,,,,
,,,,,"selection: select all, select line, increase selection by characters, increase selection by words, increase selection by lines, select to end-of-file, select to start-of-file",,,,,,,,,,,,,,,,,
,,,,,"files: new, open, close, save",,,,,,,,,,,,,,,,,
,,,,,history: undo/redo,,,,,,,,,,,,,,,,,
fa94a960-7daa-4145-9057-aa0bad216581,,,,,knows of common keyboard shorcuts,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
eda031f5-1062-41d5-88bb-6f87e999ba75,,,,,can perform common keyboard shortcuts,,,,,skill,core,,,,,,,,,,,
375ebaa4-c185-46df-916e-0a3b1774f4da,,,,,"uses common keyboard shortcuts (text, delete, navigation, selection, files, history)",,,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,,,,,,,,,,
2e97aef0-72ad-4362-abe2-809e09101175,,,,,sublime text,,,,,,,,0,0,0,,0,0,,0,0,
4948d2ea-d853-4aa4-a734-455a49487245,,,,,"can explain what ""sublime text"" is and why it is used",,,,,knowledge,core,,,,,,,,,,,
05a2ef45-aab6-4af0-906c-3cf7173e6337,,,,,"can download and install ""sublime text""",,,,,skill,core,,0,0,1,,0,1,,1,0,
67d48162-5135-483b-ac63-a2d406578825,,,,,"can download and install ""package control"" for ""sublime text""",,,,,skill,core,,,,,,,,,,,
4b07762b-27ed-4169-8173-9f17b5b6134b,,,,,"can configure ""sublime text"" settings, such as tab size and spaces for tabs",,,,,skill,core,,0,0,1,,0,1,,1,0,
a4d08144-bf19-45c3-9452-01e3426f4570,,,,,"can use ""package control"" to install sublime text plugins",,,,,skill,core,,0,0,1,,0,1,,1,0,
db3aff16-3980-4f90-bc11-853a4d319cf4,,,,,uses CMD - T to navigate between files,,,,,habit,core,,0,0,0,,0,1,,1,0,
8e7aef1a-f3cf-4e1b-bebd-a3e676ef354e,,,,,opens projects instead of individual files,,,,,habit,core,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
c1f388f7-6ad1-4fc0-9c51-9af5d6408599,,,,,vi,,,,,,,,0,0,0,,0,0,,0,0,
54397d69-1ae8-470b-9918-9faf6068ee51,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
a0bbc6a6-2aa3-4294-b42f-9f814703beac,S,,,SCM / version control,,,,,,,,,0,0,0,,0,0,,0,0,
4660b8a5-16ad-43d0-bf1c-dfeb7165e9bf,,,,"can explain what ""version control / source code management"" is and why it is used",,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
d7cf8e83-ef59-47fb-adc8-8c88914011f1,,,,"can explain purpose/benefits of version control, in both individual and group settings",,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
05e0937d-c32f-4b13-8841-01c9137285ad,,,,uses version control for their projects,,,,,,habit,core,,0,0,0,,0,1,,1,0,
4720599c-f1db-4a49-bd88-842b3062a1e3,,,,can explain the difference/benefits/tradeoffs between centralized and distributed version control system,,,,,,knowledge,extra,,0,0,0,,0,0,,0,0,
62b21723-2bfe-449f-9472-02e8e717c119,,,,"can list different SCM/VC systems, identify difference/tradeoffs, popularity",,,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
adbaa311-de82-43ff-86ed-85646f092c1f,,,,,git,,,,,,,,0,0,0,,0,0,,0,0,
50d259b9-623f-4f3f-94cb-c159df68de6c,,,,,can install and set-up git,,,,,skill,core,,0,0,1,,0,1,,1,0,
9b5d8ba7-f1e9-411d-a1d0-3a9d4b1a3401,,,,,"can explain what is meant by ""repository""",,,,,knowledge,core,,,,,,,,,,,
1542d5ee-d49d-4b3c-97fd-81d023183ce9,,,,,"can explain the purpose of the "".git"" folder",,,,,knowledge,core,,,,,,,,,,,
3c334f69-14c6-426c-a8d4-53e4a1aae937,,,,,can configure the global git username and email,,,,,skill,core,,,,,,,,,,,
cbe29c4c-5ed7-4f98-b8a9-226a74b355e9,,,,,able to use git without looking up commands,,,,,skill,core,,0,0,1,,0,1,,1,0,
d55055c4-b1fe-492c-a5e3-b73c6e4583db,,,,,can explain how git works,,,,,knowledge,extra,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,git fundamentals,,,,,,,,,,,,,,,,
9015cd3c-71eb-4e6c-8b0b-31374e1b67fb,,,,,,"can list and explain the function of fundamental git commands  (init, status, add, rm, commit, reset, log)",,,,knowledge,core,,,,,,,,,,,
11574feb-e813-4e6c-8047-39da5f710f65,,,,,,"can perform basic git commands and work through a git cycle (init, status, add, rm, commit, reset, log)",,,,skill,core,,0,0,1,,0,1,,1,0,
2cc214c5-7604-489d-a331-7d8d2e043806,,,,,,"can explain the basic git workflow (add, commit, push)",,,,knowledge,core,,,,,,,,,,,
245eb3d8-5484-473d-9dea-4a93eefec082,,,,,,"can explain what it means for a file to be ""tracked"" or ""untracked""",,,,knowledge,core,,,,,,,,,,,
c072534c-75db-45b4-8494-aacb5187cc4a,,,,,,"can explain git concepts: commit, working directory, INDEX / staging area, HEAD",,,,knowledge,core,,1,1,0,,1,0,,0,1,
d7023881-c1da-4813-8f20-6fefd834d08c,,,,,,avoids using git -a,,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,diff,,,,,,,,,,,,,,,,
d1aac351-5fde-4dd1-b054-1deb47999132,,,,,,can view diff between current state and last commit (diff),,,,skill,core,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
c62868e2-d304-4a52-a2f8-fe80a8df6b24,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
5ba6abff-ac9f-40bb-bc66-dbeeeea79e41,,,,,can undo a previous commit,,,,,skill,extra,,0,0,0,,0,0,,0,0,
1d14c6ab-2d74-4c98-8271-214b8a2523f9,,,,,stash,,,,,,,,0,0,0,,0,0,,0,0,
9a7fce77-083f-47d8-b85a-faa0717b9686,,,,,fast-forward,,,,,,,,0,0,0,,0,0,,0,0,
8fb838c5-78ed-4ee3-8127-85753999147f,,,,,cherry-pick,,,,,,,,0,0,0,,0,0,,0,0,
ddf12089-3201-433e-b8d8-3d0a1fc02aa2,,,,,does not nest git repositories,,,,,habit,core,,0,0,0,,0,1,,1,0,
227317e2-c07f-429b-ad8d-93597915405d,,,,,tag,,,,,,,,0,0,0,,0,0,,0,0,
83733c90-404f-47f0-9e5c-4d0bbcb61e91,,,,,blame,,,,,,,,0,0,0,,0,0,,0,0,
afb4e017-93b4-4ba3-9487-9bd433826fb4,,,,,restore (git checkout -- filename),,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
08f2e321-f267-4600-aff2-27cafa094198,,,,,,working with branches,,,,,,,0,0,0,,0,0,,0,0,
8b523525-0b6a-46de-a76d-29d13629dd89,,,,,,"can explain what ""branches"" are and why they are used",,,,knowledge,core,,,,,,,,,,,
2d93c23f-bb50-4c2b-a505-4ccc2ad16fa1,,,,,,"can explain what ""master"" means",,,,knowledge,core,,,,,,,,,,,
e5d4d1b3-6624-44e8-b114-f821e583d8a6,,,,,,can create a branch (git checkout -b branch_name),,,,skill,core,,0,0,1,,0,1,,1,0,
0e5adceb-3667-4c9e-b9fb-96cd8baf2546,,,,,,can checkout a branch (git checkout branch_name),,,,skill,core,,0,0,1,,0,1,,1,0,
cae02779-df8f-4d6a-b052-1040c64bd87b,,,,,,can merge a branch (git merge branch_name),,,,skill,core,,0,0,1,,0,1,,1,0,
232143d0-44be-4d27-a346-81ff501676fc,,,,,,can resolve merge conflicts,,,,skill,core,,0,0,1,,0,1,,1,0,
204edcc7-badc-40ee-b870-396fe08f993e,,,,,,can explain what the --no-ff option does during a git merge,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
098fa4f0-62f1-4f54-9886-96fa1c99b34d,,,,,,can delete a branch (git branch -d branch_name),,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
094318d5-d1e0-4d93-bd3f-5a431d54e2e6,,,,,,working with remotes,,,,,,,0,0,0,,0,0,,0,0,
d55af991-3843-4f2f-a317-b02a3421326c,,,,,,"can explain what ""remotes"" are why they are used",,,,knowledge,core,,,,,,,,,,,
a6e1b548-2da1-4f50-9b0a-1b3d34c4512c,,,,,,"can explain what ""origin"" means",,,,knowledge,core,,,,,,,,,,,
0883477f-9e8d-418a-bde1-46bdd3044fa9,,,,,,"can list and explain common commands to interact with remotes (remote, clone, pull, push, fetch)",,,,knowledge,core,,,,,,,,,,,
90e4850b-e914-47b5-95b6-b20e72d16efa,,,,,,can add a remotes (remote),,,,skill,core,,0,0,1,,0,1,,1,0,
e4cd3cf5-3048-452f-9503-2f82ffc9f8e9,,,,,,can remove a remote (remote -d),,,,skill,ideal,,,,,,,,,,,
2e3ed64f-4838-436b-aa2a-fde6a259afdb,,,,,,can push a branch to a remote (push),,,,skill,core,,0,0,1,,0,1,,1,0,
d29d7aa6-5aff-41c9-aac2-4893918d42b6,,,,,,can set upstream tracking branch (git push -u origin master),,,,skill,ideal,,0,0,0,,0,1,,1,0,
cd71d675-67b9-4599-acde-2d89cabd66b5,,,,,,can pull updates from a remote (pull),,,,skill,core,,0,0,1,,0,1,,1,0,
c3fdf1ec-e5d9-4667-936a-cade167eea15,,,,,,can clone a remote repo,,,,skill,core,,0,0,1,,0,1,,1,0,
8efb8188-754e-4255-b110-4ddb6068cc69,,,,,,fetch,,,,,,,0,0,0,,0,0,,0,0,
13f817f6-514a-4f0b-91b3-797822151410,,,,,,"can explain the difference between a ""fetch"" and a ""pull""",,,,knowledge,ideal,,,,,,,,,,,
67b42a08-45c5-4486-a8df-968f90783f36,,,,,,can delete a remote branch (git push origin :branch-name),,,,skill,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
aa34bf69-b75d-41e8-a49f-bc1786839ab6,,,,,,.gitignore,,,,,,,0,0,0,,0,0,,0,0,
a129110b-8a0b-405e-bba6-f43788c52f71,,,,,,can explain what .gitignore is for and why it is used,,,,knowledge,core,,1,1,0,,1,0,,0,1,
33e1dbb5-a724-494c-824e-9d6dbcaa51e6,,,,,,can exclude file and directories in a .gitignore (using * and ** as necessary),,,,skill,core,,0,0,1,,0,1,,1,0,
ec107efa-2829-4f02-9b1f-d3d9e5c7596b,,,,,,"does not commit databases, configuration files or sensitive data",,,,habit,core,,0,0,0,,0,1,,1,0,
4cab4bf3-8006-4392-a40a-b767dc2e0eed,,,,,,excludes files and directories appropriately using a .gitignore,,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
7f97b1c5-db01-4197-b9d5-7dc971fb507a,,,,,,commit messages,,,,,,,0,0,0,,0,0,,0,0,
77f5a353-8d5a-47a7-8994-3c25dc513d8f,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,hooks,,,,,,,,,,,,,,,,
,,,,,,TODO,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
11347543-532c-4b1f-97db-606866a2db2b,,,,,,habits,,,,,,,0,0,0,,0,0,,0,0,
9e0e1511-6e00-4cde-ac8f-532fc8e65af2,,,,,,"makes frequent, small commits that only deal with one thing",,,,habit,core,,0,0,0,,0,1,,1,0,
a4f36fa1-992f-443d-820d-6529f638c579,,,,,,does not work directly on the master branch,,,,habit,core,,0,0,0,,0,1,,1,0,
c50c5810-36bb-426b-b80a-ff694f6ae855,,,,,,does not commit broken code to master branch,,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
4b2ce679-f110-4f03-8500-b3355db50c4b,,,,,,workflows,,,,,,,0,0,0,,0,0,,0,0,
85d877b3-6273-47f6-9b60-464ecd1cfb97,,,,,,"can explain multiple git workflows / processes, benefits/tradeoffs",,,,knowledge,core,,1,1,0,,1,0,,0,1,
73e32eca-c08e-46d6-aeb2-27829cee9090,,,,,,pull requests,,,,,,,0,0,0,,0,0,,0,0,
f31830c8-cba8-47c6-a758-a6fc723cb5fd,,,,,,can follow a git workflow (individually),,,,skill,core,,0,0,1,,0,1,,1,0,
30415a2f-c40d-4d57-8055-5c8982cec8b6,,,,,,can collaborate effectively with others using a git workflow,,,,skill,core,,0,0,1,,0,1,,1,0,
979223d4-b835-4822-a54a-a21f2f12ec8b,,,,,,follows a git workflow consistently for their projects,,,,habit,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
66211f8a-dd29-429a-9d89-9318da697a42,,,,,,,github flow,,,,,,0,0,0,,0,0,,0,0,
a980b512-b754-4ed5-b89e-acddd9c3f2a7,,,,,,,can explain the basics of the Github Flow git workflow,,,knowledge,core,,1,1,0,,1,0,,0,1,
e7818dcc-6e7c-44f1-8eeb-384d5c49f28b,,,,,,,can follow the  Github Flow git workflow,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
5ec5acb6-129a-487e-9148-dcbc062163c3,,,,,,github,,,,,,,0,0,0,,0,0,,0,0,
b365434d-022e-4080-99db-68edf2d803d2,,,,,,"can explain what ""github"" is and why it is used",,,,knowledge,core,,,,,,,,,,,
b78cce52-e7c4-4c31-89c4-c56a8001ce65,,,,,,can distinguish between git and github,,,,knowledge,core,,1,1,0,,1,0,,0,1,
b2bca380-2cf6-4232-91c8-29edbae2e0ee,,,,,,can create a github account,,,,skill,core,,0,0,1,,0,1,,1,0,
32286d40-db36-4436-b1ba-ff92d0170558,,,,,,can set ssh keys,,,,skill,core,,0,0,1,,0,1,,1,0,
9398f7ad-be20-435e-a211-16208ebe3016,,,,,,can create a github repo,,,,skill,core,,0,0,1,,0,1,,1,0,
b7fbc969-6114-46dc-9440-9c97393d1ac1,,,,,,can explain difference between HTTPS and SSH git URLs,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
b68df86e-2981-4adb-badb-ca7c645103bc,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
9bb1954d-a641-4242-a751-26e1eba9ed35,,,,,,,gists,,,,,,0,0,0,,0,0,,0,0,
93fa8b88-836d-4a84-a05f-b69403d1071b,,,,,,,can explain difference between a github repo and a gist,,,knowledge,core,,1,1,0,,1,0,,0,1,
24241458-d696-4203-aaff-da3054b75e8f,,,,,,,can explain why gists are used instead of repos,,,knowledge,core,,1,1,0,,1,0,,0,1,
6e14b073-0009-41e7-8282-17abbb7a7138,,,,,,,can create a gist,,,skill,core,,0,0,1,,0,1,,1,0,
7c70fed0-8ac1-441e-be1a-231370a536c3,,,,,,,can fork a gist,,,skill,core,,0,0,1,,0,1,,1,0,
37a052fd-f747-4cb6-b8a1-ac351f0f68fc,,,,,,,can clone a gist,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,forks,,,,,,,,,,,,,,,
b5e212af-a45d-4104-926a-b8c413718e43,,,,,,,"can explain what ""forking"" and a ""fork"" is and why they are used",,,knowledge,core,,,,,,,,,,,
b9293ebf-53be-4bc6-9d68-4dc7318df17f,,,,,,,can fork a repo,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,collaborators,,,,,,,,,,,,,,,
73a65f18-a843-4c54-801c-b9b09311db43,,,,,,,"can explain what is meant by ""collaborator"" and why they are used",,,knowledge,core,,,,,,,,,,,
9e64a737-6e3d-4fc1-aded-dffc63311fbf,,,,,,,can add collaborators and manage their access,,,skill,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,,,,,,,,,,
a90ca128-ab9c-44f0-8f42-ca14fc3291f6,,,,,,,pull requests,,,,,,0,0,0,,0,0,,0,0,
13a79167-85eb-4e57-b5f4-7cf21afde7e0,,,,,,,"can explain ""pull requests"" and why they are used",,,knowledge,ideal,,1,0,0,,0,0,,0,0,
818fac1d-431b-45c1-b1a7-cbf75acdf51b,,,,,,,can create a pull request,,,skill,ideal,,0,0,0,,0,1,,1,0,
0a04fac6-4127-40ed-a206-486ab5571d24,,,,,,,can update a pull request,,,skill,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
25324d6a-a511-4d7a-9db0-910a3f31023c,,,,,,sourcetree,,,,,,,0,0,0,,0,0,,0,0,
5c7fc970-0f84-4159-a578-4b3ca830c9e4,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
